RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars,ID
1.11,Very Good,H,VS2,62.4,58.0,6.57,6.69,4.14,5450,uid_824
0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,1359,uid_25239
0.72,Ideal,F,SI2,62.0,55.0,5.75,5.79,3.58,2224,uid_33745
0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548,uid_44110
0.53,Ideal,E,VS2,62.3,57.0,5.23,5.19,3.25,1956,uid_40971
0.56,Very Good,G,VVS2,61.4,57.0,5.26,5.32,3.25,2010,uid_40303
1.22,Good,H,SI2,63.5,56.0,6.84,6.77,4.32,6250,uid_33207
2.01,Premium,J,SI1,60.5,59.0,8.12,8.01,4.88,12690,uid_13454
0.3,Ideal,E,VS2,62.0,55.0,4.27,4.31,2.66,658,uid_53918
0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,915,uid_52355
1.0,Good,E,SI1,61.1,58.0,6.43,6.41,3.92,6275,uid_30844
0.72,Ideal,H,VS2,61.7,57.0,5.74,5.77,3.55,2594,uid_27268
1.16,Ideal,G,IF,62.0,57.0,6.7,6.73,4.16,9901,uid_17288
1.52,Very Good,I,SI1,62.8,62.0,7.23,7.29,4.56,9129,uid_32596
0.73,Ideal,G,SI1,61.7,57.0,5.78,5.81,3.57,3089,uid_17623
1.33,Premium,F,SI2,59.9,58.0,7.17,7.13,4.28,6790,uid_29027
0.44,Ideal,E,VVS1,61.4,55.0,4.92,4.95,3.03,1868,uid_7005
0.33,Premium,G,IF,59.4,59.0,4.49,4.54,2.68,853,uid_8357
1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777,uid_26241
0.7,Fair,G,SI2,65.2,56.0,5.63,5.54,3.64,2117,uid_22281
0.4,Good,D,VS2,64.4,56.0,4.62,4.67,2.99,814,uid_9115
0.92,Premium,H,SI1,62.2,58.0,6.19,6.23,3.86,3675,uid_43242
0.95,Fair,D,SI2,64.4,60.0,6.06,6.02,3.89,3384,uid_9409
1.02,Premium,G,SI1,58.9,59.0,6.59,6.55,3.87,5226,uid_19127
0.57,Ideal,E,VS2,60.8,56.0,5.35,5.4,3.27,1728,uid_19599
0.3,Premium,D,SI1,62.1,59.0,4.31,4.29,2.67,662,uid_28236
0.4,Ideal,E,VVS1,61.5,56.0,4.73,4.7,2.9,1397,uid_48434
1.03,Ideal,G,SI2,61.8,55.0,6.46,6.51,4.01,4582,uid_34429
0.31,Very Good,E,SI1,62.7,58.0,4.31,4.33,2.71,544,uid_49628
0.52,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,2275,uid_6201
0.72,Ideal,D,SI1,61.9,55.0,5.78,5.75,3.57,2903,uid_880
0.32,Premium,F,IF,59.3,58.0,4.47,4.44,2.62,1080,uid_17324
0.9,Very Good,I,VS1,63.3,58.0,6.07,6.1,3.85,3656,uid_35102
0.33,Very Good,G,VVS1,61.4,60.0,4.39,4.44,2.71,868,uid_34749
0.9,Ideal,E,VS2,62.3,57.0,6.19,6.17,3.85,4788,uid_42827
1.21,Ideal,F,SI1,62.3,55.7,6.8,6.85,4.25,7546,uid_52612
0.33,Ideal,H,IF,60.6,57.0,4.51,4.5,2.73,959,uid_2138
0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,776,uid_31974
0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,977,uid_18787
0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,1009,uid_45501
0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574,uid_19496
0.59,Ideal,G,VS1,61.1,58.0,5.39,5.41,3.3,1916,uid_37199
0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,1050,uid_43418
1.51,Premium,H,VS2,62.8,60.0,7.28,7.25,4.56,11268,uid_43118
0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,3629,uid_9435
0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441,uid_26514
1.21,Premium,F,VS1,60.1,58.0,6.89,6.98,4.17,9279,uid_51001
1.51,Very Good,H,VS2,63.1,57.0,7.24,7.21,4.56,8219,uid_36535
1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,5794,uid_46078
0.41,Ideal,E,SI1,62.5,55.0,4.77,4.73,2.97,969,uid_43164
0.52,Good,D,SI1,63.7,55.0,5.12,5.09,3.25,1605,uid_13779
1.03,Premium,H,SI1,61.8,58.0,6.47,6.41,3.98,3945,uid_2489
1.56,Premium,J,VS2,61.7,58.0,7.41,7.46,4.59,7763,uid_21007
0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813,uid_31811
1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168,uid_47125
1.53,Premium,H,VS2,59.9,60.0,7.5,7.46,4.48,10827,uid_20633
1.53,Very Good,E,VS1,60.7,60.0,7.38,7.52,4.52,14931,uid_28971
1.35,Ideal,H,SI1,61.5,58.0,7.08,7.11,4.36,7609,uid_27918
0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575,uid_29778
1.08,Ideal,H,SI2,60.4,57.0,6.68,6.63,4.02,4536,uid_1218
1.01,Premium,H,SI2,61.5,60.0,6.4,6.34,3.92,4242,uid_19369
0.4,Premium,F,SI1,62.5,59.0,4.71,4.67,2.93,945,uid_12214
0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,2699,uid_29326
0.9,Good,D,SI1,64.1,56.0,6.07,6.04,3.88,3689,uid_32551
1.0,Very Good,F,IF,63.2,63.0,6.26,6.24,3.95,10046,uid_50975
1.51,Premium,H,SI1,62.0,58.0,7.38,7.34,4.56,9511,uid_40723
0.5,Fair,F,I1,63.8,58.0,5.08,4.97,3.21,713,uid_47132
0.9,Fair,H,VS2,65.6,55.0,6.01,5.97,3.93,3375,uid_34972
2.16,Ideal,J,VS1,61.4,55.0,8.34,8.27,5.1,18462,uid_5751
1.52,Premium,H,VS1,58.4,59.0,7.55,7.52,4.4,11853,uid_50789
0.53,Ideal,H,VS1,61.2,56.0,5.26,5.21,3.2,1607,uid_35057
0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,1686,uid_23686
0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1631,uid_19956
1.2,Very Good,J,VS2,62.6,57.0,6.72,6.8,4.23,4963,uid_25333
1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578,uid_7975
0.39,Ideal,E,VS1,62.2,55.0,4.67,4.7,2.91,948,uid_16151
0.5,Premium,E,VS2,61.8,59.0,5.07,5.02,3.12,1420,uid_32063
1.5,Good,F,VS2,64.0,56.0,7.18,7.13,4.64,10134,uid_24934
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8793,uid_6919
1.24,Premium,D,SI2,61.0,59.0,6.93,6.97,4.24,5311,uid_33691
0.72,Ideal,G,VS1,61.4,56.0,5.75,5.79,3.55,3478,uid_23737
0.24,Ideal,E,VVS1,60.9,56.0,4.01,4.04,2.45,752,uid_10789
0.92,Very Good,G,SI1,62.5,60.0,6.19,6.26,3.89,3986,uid_2378
0.33,Premium,E,SI2,60.0,59.0,4.49,4.47,2.69,594,uid_13907
1.31,Premium,H,VS2,59.8,58.0,7.19,7.09,4.27,7732,uid_42661
1.51,Very Good,D,SI2,63.2,59.0,7.25,7.18,4.56,7915,uid_27653
0.42,Ideal,D,VS1,61.1,57.0,4.81,4.84,2.95,1179,uid_42508
0.37,Very Good,I,VVS2,60.9,58.0,4.64,4.68,2.84,714,uid_6356
1.31,Very Good,H,SI2,61.7,59.0,6.96,7.01,4.31,6263,uid_19828
1.5,Very Good,D,SI1,62.8,58.0,7.28,7.31,4.58,12342,uid_11870
1.01,Ideal,E,SI2,61.7,57.0,6.5,6.47,4.0,4044,uid_5269
1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702,uid_22295
1.34,Very Good,D,SI2,62.3,59.0,6.99,7.03,4.37,7230,uid_25489
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,5367,uid_30435
0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,614,uid_1151
1.27,Premium,H,SI2,59.3,61.0,7.12,7.05,4.2,2845,uid_43258
2.01,Premium,H,SI1,60.6,59.0,8.23,8.17,4.97,13387,uid_39648
0.7,Ideal,E,VS1,60.5,56.0,5.74,5.79,3.49,2973,uid_21266
1.01,Good,E,SI1,57.9,57.0,6.6,6.67,3.84,5233,uid_43701
0.52,Ideal,J,VS2,61.4,57.0,5.17,5.21,3.19,1151,uid_32962
0.92,Good,D,SI2,59.0,58.0,6.31,6.36,3.74,3936,uid_29186
0.51,Very Good,G,SI2,63.2,57.0,5.07,5.03,3.19,1100,uid_50411
0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,706,uid_25098
0.31,Premium,H,VVS2,60.6,60.0,4.38,4.34,2.64,802,uid_28340
0.31,Ideal,I,VVS1,62.1,56.0,4.35,4.38,2.71,571,uid_46240
1.25,Very Good,E,VS1,61.5,59.0,6.91,6.95,4.26,10285,uid_19708
2.43,Premium,G,I1,61.7,60.0,8.54,8.49,5.25,9716,uid_36095
0.3,Premium,H,VS2,61.8,60.0,4.31,4.26,2.65,608,uid_37371
1.28,Very Good,I,VS1,62.8,57.0,6.9,6.95,4.35,6726,uid_21909
1.38,Ideal,G,SI2,61.4,55.0,7.2,7.17,4.41,7094,uid_6728
0.97,Very Good,F,VVS2,58.1,60.0,6.49,6.53,3.78,6889,uid_8068
0.41,Ideal,G,IF,62.1,57.0,4.77,4.76,2.96,1336,uid_22774
1.21,Ideal,D,VVS2,61.3,56.0,6.86,6.9,4.22,13965,uid_25420
0.41,Ideal,G,IF,61.7,56.0,4.8,4.77,2.95,1431,uid_42998
2.14,Very Good,D,SI2,60.3,60.0,8.31,8.43,5.05,18526,uid_1707
0.32,Ideal,E,VS1,61.7,57.0,4.39,4.42,2.72,758,uid_36859
2.25,Very Good,J,SI2,58.4,63.0,8.6,8.65,5.04,13597,uid_18294
2.02,Ideal,J,SI1,62.2,57.0,8.06,8.11,5.03,13132,uid_47550
1.03,Ideal,F,VS2,62.3,56.0,6.52,6.49,4.05,6922,uid_21410
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,13278,uid_43572
1.53,Very Good,H,VS1,59.5,63.0,7.51,7.44,4.45,10076,uid_36275
0.83,Premium,E,SI1,62.2,59.0,6.05,5.97,3.74,2913,uid_49311
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1165,uid_11678
1.5,Premium,G,VS2,59.9,58.0,7.38,7.34,4.41,11189,uid_36604
0.9,Ideal,H,SI2,62.6,57.0,6.16,6.07,3.83,3548,uid_22153
2.01,Premium,J,SI1,59.3,62.0,8.2,8.15,4.85,12369,uid_31250
1.01,Ideal,F,VVS2,61.8,56.0,6.49,6.46,4.0,8688,uid_15504
0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05,1993,uid_4787
0.56,Ideal,E,VS1,61.3,55.0,5.29,5.32,3.25,1930,uid_36499
1.5,Premium,F,SI1,61.4,59.0,7.34,7.31,4.5,11588,uid_40503
0.49,Premium,G,SI2,59.4,60.0,5.17,5.14,3.06,1084,uid_7016
1.16,Ideal,D,SI2,62.1,54.0,6.74,6.79,4.2,5793,uid_50169
0.31,Ideal,H,IF,61.3,56.0,4.39,4.42,2.7,789,uid_28681
0.3,Premium,H,VS1,62.5,58.0,4.27,4.34,2.69,526,uid_53034
1.02,Very Good,D,SI1,64.2,58.0,6.32,6.35,4.07,5803,uid_26772
0.78,Premium,D,SI1,61.8,59.0,5.93,5.88,3.65,3103,uid_51276
0.59,Premium,I,IF,61.2,58.0,5.38,5.41,3.3,1866,uid_44716
0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,990,uid_35678
0.7,Very Good,E,SI2,62.6,57.0,5.64,5.67,3.54,2514,uid_6333
1.04,Premium,H,VS2,60.4,59.0,6.66,6.51,3.98,5777,uid_14734
0.51,Very Good,I,SI2,63.3,58.0,5.09,5.02,3.2,995,uid_7108
1.23,Ideal,H,SI1,62.4,54.0,6.83,6.89,4.28,6617,uid_33023
0.7,Very Good,I,SI1,63.5,59.0,5.65,5.62,3.58,1999,uid_15494
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15451,uid_30619
0.71,Premium,F,VS1,59.1,61.0,5.84,5.81,3.44,2839,uid_46355
1.05,Ideal,D,SI1,61.7,56.0,6.53,6.59,4.05,5914,uid_48974
0.33,Ideal,H,VVS1,61.7,55.0,4.48,4.5,2.77,730,uid_49336
0.3,Premium,E,VS2,61.7,60.0,4.28,4.31,2.65,570,uid_13174
1.1,Very Good,I,SI1,61.2,61.0,6.61,6.66,4.01,4640,uid_53301
1.51,Very Good,H,VS2,60.9,54.0,7.38,7.41,4.5,11077,uid_9353
1.08,Ideal,G,VS2,62.4,55.0,6.62,6.55,4.11,6532,uid_43708
0.3,Ideal,F,IF,61.3,58.0,4.29,4.33,2.64,873,uid_16139
0.42,Ideal,H,VS1,62.0,57.0,4.8,4.82,2.98,847,uid_31202
0.52,Premium,G,VVS1,59.2,58.0,5.31,5.28,3.14,2153,uid_18248
0.33,Premium,I,VVS2,61.0,58.0,4.42,4.46,2.71,579,uid_38552
0.7,Very Good,E,SI1,61.5,56.0,5.74,5.8,3.55,2239,uid_37428
0.33,Ideal,H,IF,61.8,55.2,4.44,4.47,2.76,806,uid_8152
0.32,Ideal,E,SI1,62.1,54.0,4.4,4.42,2.74,532,uid_4776
0.41,Premium,I,VVS2,62.1,58.0,4.78,4.76,2.96,1061,uid_47026
0.65,Ideal,H,IF,61.5,55.0,5.6,5.62,3.45,3065,uid_22485
0.32,Ideal,G,VS1,61.6,57.0,4.42,4.38,2.71,828,uid_43324
1.25,Premium,H,SI1,62.2,57.0,6.91,6.85,4.28,6783,uid_21458
0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,1704,uid_27460
0.36,Premium,I,VS1,60.3,60.0,4.64,4.58,2.78,729,uid_19291
0.31,Ideal,H,VVS1,61.2,58.0,4.35,4.38,2.67,671,uid_2879
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6797,uid_50219
0.9,Ideal,E,SI2,62.0,55.0,6.23,6.15,3.84,3599,uid_48929
0.32,Ideal,H,VVS2,59.8,57.0,4.48,4.52,2.69,628,uid_11880
1.03,Premium,I,SI1,62.0,58.0,6.47,6.43,4.0,4326,uid_15246
1.75,Ideal,J,SI1,63.3,59.0,7.63,7.57,4.81,8840,uid_46633
0.31,Very Good,E,SI1,60.1,61.0,4.35,4.4,2.63,544,uid_31354
0.5,Premium,D,SI1,62.2,58.0,5.08,5.12,3.17,1272,uid_18052
1.22,Premium,E,SI2,62.5,55.0,6.9,6.82,4.29,6121,uid_8358
0.53,Ideal,H,VS2,62.6,57.0,5.17,5.15,3.23,1412,uid_46133
0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,1410,uid_16310
0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171,uid_41019
0.54,Very Good,D,SI2,63.2,57.0,5.19,5.16,3.27,1343,uid_50569
0.35,Ideal,E,VS2,62.0,57.0,4.51,4.55,2.81,767,uid_22341
0.31,Ideal,G,VS2,61.4,57.0,4.35,4.45,2.7,544,uid_12444
1.53,Ideal,G,SI2,62.5,57.0,7.39,7.32,4.6,9596,uid_49563
0.4,Ideal,H,SI1,62.2,55.0,4.72,4.76,2.95,1031,uid_25173
0.38,Premium,G,VVS1,61.3,57.0,4.68,4.62,2.85,1064,uid_21044
0.51,Ideal,E,SI1,61.5,55.0,5.16,5.18,3.18,1438,uid_37052
0.3,Ideal,F,IF,61.8,55.0,4.32,4.35,2.68,886,uid_29597
0.55,Ideal,E,SI1,62.1,55.0,5.21,5.26,3.25,1551,uid_6911
1.07,Ideal,F,SI1,62.7,56.0,6.47,6.53,4.08,5982,uid_36547
0.31,Premium,G,SI2,61.3,58.0,4.4,4.37,2.69,523,uid_46254
0.51,Ideal,E,VS2,61.5,57.0,5.12,5.09,3.14,1781,uid_30505
0.55,Very Good,D,SI1,63.1,56.0,5.19,5.22,3.28,1593,uid_10674
0.63,Good,H,IF,59.3,62.0,5.66,5.7,3.37,2404,uid_39465
2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2,18426,uid_48783
0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,863,uid_17578
2.01,Premium,I,SI2,62.7,58.0,8.02,7.97,5.01,10558,uid_17148
0.4,Good,I,VS2,63.8,54.0,4.72,4.68,3.0,855,uid_49061
0.82,Ideal,F,SI2,60.9,57.0,6.06,6.02,3.68,2966,uid_33519
0.32,Ideal,F,VS2,61.2,56.0,4.44,4.41,2.71,828,uid_5472
0.7,Ideal,D,SI1,62.5,55.0,5.68,5.72,3.56,2726,uid_4977
0.32,Ideal,D,VS2,61.3,56.0,4.4,4.44,2.71,719,uid_8588
0.53,Premium,H,SI1,61.2,60.0,5.22,5.1,3.16,1159,uid_17377
0.3,Good,G,SI2,63.7,54.0,4.25,4.23,2.7,506,uid_18928
0.9,Very Good,H,VS1,62.6,55.0,6.14,6.19,3.86,3964,uid_49363
1.01,Premium,E,SI1,61.0,59.0,6.44,6.47,3.94,5646,uid_27929
0.32,Ideal,G,VS2,62.4,55.0,4.39,4.36,2.73,672,uid_25858
1.03,Ideal,G,VVS1,61.5,57.0,6.47,6.52,3.99,9691,uid_29758
0.33,Very Good,F,VS1,62.7,59.0,4.35,4.39,2.74,741,uid_53606
0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4395,uid_39777
0.72,Very Good,D,SI2,59.8,60.0,5.76,5.81,3.46,2294,uid_45707
1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870,uid_27746
0.36,Ideal,F,VVS2,61.4,56.0,4.58,4.61,2.82,817,uid_316
0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684,uid_36837
0.38,Ideal,I,SI1,62.3,56.0,4.58,4.63,2.87,581,uid_17680
2.22,Premium,I,SI1,62.7,58.0,8.33,8.28,5.21,14095,uid_42520
1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934,uid_723
0.31,Ideal,G,SI2,61.7,56.0,4.34,4.38,2.69,408,uid_10784
0.3,Ideal,G,VS1,61.8,56.0,4.32,4.35,2.68,795,uid_40320
0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711,uid_15823
0.34,Ideal,G,VS2,61.5,56.0,4.47,4.5,2.76,596,uid_14421
0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,852,uid_37953
1.35,Ideal,J,SI1,62.3,57.0,7.02,7.08,4.39,6281,uid_44423
0.3,Premium,J,VS2,62.2,58.0,4.3,4.28,2.67,473,uid_29250
0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,1680,uid_36829
1.03,Fair,I,VS1,57.6,58.0,6.67,6.58,3.81,4328,uid_31596
0.53,Very Good,G,VVS2,60.5,59.0,5.24,5.29,3.19,1724,uid_11100
0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58,3635,uid_21928
1.11,Ideal,E,VS2,61.0,57.0,6.65,6.7,4.08,9625,uid_53668
0.5,Very Good,G,VVS1,59.6,63.0,5.16,5.11,3.06,1987,uid_27338
0.55,Ideal,G,VS1,61.5,56.7,5.25,5.28,3.24,1902,uid_31142
1.5,Premium,D,SI2,62.6,59.0,7.2,7.23,4.52,8108,uid_29035
1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499,uid_8069
0.72,Ideal,H,VVS1,62.2,56.0,5.72,5.75,3.57,2946,uid_18404
0.73,Ideal,H,VVS2,61.6,56.0,5.8,5.82,3.57,3463,uid_34719
1.2,Fair,G,I1,66.6,57.0,6.57,6.5,4.34,2376,uid_24016
0.52,Ideal,G,VS1,60.9,56.0,5.2,5.24,3.18,1662,uid_14411
1.33,Ideal,J,VS1,62.5,58.0,6.99,7.03,4.38,6449,uid_8107
1.33,Premium,G,VS1,60.2,60.0,7.12,7.2,4.31,9813,uid_25917
0.32,Ideal,G,SI2,62.5,55.0,4.37,4.4,2.74,421,uid_49465
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,596,uid_20060
1.31,Good,I,VS1,64.3,58.7,6.84,6.87,4.41,6455,uid_32911
1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,7593,uid_25533
1.01,Premium,H,SI2,63.0,59.0,6.33,6.27,3.97,3671,uid_6024
0.51,Good,D,SI1,63.6,57.0,5.08,5.05,3.22,1574,uid_46641
1.33,Premium,G,SI2,60.3,58.0,7.16,7.19,4.33,6565,uid_30509
0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48,2364,uid_3880
0.54,Ideal,E,SI2,60.7,56.0,5.25,5.3,3.2,1246,uid_17914
0.4,Ideal,H,SI1,62.1,55.0,4.73,4.77,2.95,705,uid_10171
0.52,Very Good,F,VS2,60.4,56.0,5.27,5.29,3.19,1581,uid_6092
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,10153,uid_5451
1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,13365,uid_39082
0.26,Very Good,E,VVS2,61.7,60.0,4.11,4.12,2.54,599,uid_40682
0.3,Ideal,F,VVS2,62.1,57.0,4.27,4.29,2.66,694,uid_51858
0.36,Ideal,H,VVS1,61.5,56.0,4.57,4.6,2.82,794,uid_46502
0.32,Very Good,I,VS2,62.9,57.0,4.37,4.4,2.76,449,uid_27965
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,724,uid_17989
0.5,Very Good,D,SI2,58.5,60.0,5.19,5.21,3.04,1074,uid_43304
0.9,Very Good,I,VS2,63.1,57.0,6.12,6.09,3.85,3473,uid_5179
1.0,Very Good,F,SI2,61.7,58.0,6.32,6.36,3.91,3789,uid_40719
0.31,Ideal,G,VS2,62.4,55.0,4.32,4.3,2.69,698,uid_18398
1.01,Premium,E,SI1,62.8,59.0,6.45,6.41,4.04,5515,uid_37376
0.52,Ideal,H,VS1,62.0,56.0,5.14,5.2,3.21,1598,uid_43456
1.21,Ideal,G,VVS1,61.0,57.0,6.87,6.93,4.21,10295,uid_25295
1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89,6353,uid_2517
0.4,Ideal,I,VVS2,62.2,55.0,4.72,4.76,2.95,939,uid_18129
1.51,Premium,J,VS2,59.2,59.0,7.53,7.47,4.44,7553,uid_50935
1.01,Ideal,H,VS2,60.6,57.0,6.54,6.49,3.95,5317,uid_20836
0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,777,uid_24712
0.38,Premium,F,VS1,60.2,58.0,4.73,4.71,2.84,1117,uid_8975
0.9,Very Good,G,VS2,63.8,58.0,6.08,6.12,3.89,4400,uid_48652
1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902,uid_31588
0.33,Ideal,E,VS2,60.6,55.0,4.48,4.5,2.72,723,uid_33765
1.53,Premium,G,VS2,59.9,61.0,7.54,7.45,4.49,13206,uid_37803
1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33,2809,uid_5089
2.01,Very Good,I,SI1,63.5,55.0,8.07,8.01,5.11,12271,uid_19605
0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015,uid_49222
1.03,Very Good,D,SI1,63.0,59.0,6.39,6.44,4.04,5551,uid_47472
0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,2255,uid_27293
0.35,Ideal,E,VS2,62.0,55.0,4.52,4.54,2.81,767,uid_38286
0.53,Ideal,F,SI2,62.4,54.0,5.19,5.22,3.25,1078,uid_3508
0.75,Premium,E,SI2,61.9,55.0,5.89,5.84,3.63,2214,uid_588
0.34,Premium,H,VS2,61.1,58.0,4.47,4.5,2.74,537,uid_43143
1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890,uid_32252
0.34,Ideal,D,SI1,62.0,55.0,4.53,4.5,2.8,750,uid_6347
0.3,Ideal,H,VS1,61.4,57.0,4.31,4.32,2.65,545,uid_44462
1.5,Fair,H,SI1,68.0,59.0,7.12,6.82,4.76,6340,uid_3080
0.31,Fair,E,SI1,56.9,66.0,4.53,4.47,2.56,579,uid_1371
1.54,Ideal,J,VS2,62.7,56.0,7.32,7.36,4.6,8479,uid_25552
1.0,Very Good,H,VVS1,63.5,60.0,6.36,6.3,4.02,6296,uid_49685
0.5,Premium,E,VS2,62.8,60.0,5.08,5.02,3.17,1676,uid_7368
2.5,Ideal,J,SI2,60.7,55.0,8.8,8.66,5.3,15990,uid_20315
0.27,Very Good,G,VVS1,61.0,56.0,4.21,4.25,2.57,566,uid_8162
1.23,Premium,G,VS1,61.3,58.0,6.87,6.89,4.22,8759,uid_31131
1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924,uid_42085
1.01,Ideal,G,SI1,62.9,54.0,6.47,6.41,4.05,4672,uid_3989
1.51,Ideal,I,VS2,61.6,57.0,7.34,7.28,4.5,9352,uid_23302
0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,742,uid_8714
1.31,Ideal,I,VS2,61.7,55.0,7.1,7.0,4.35,6999,uid_39256
0.72,Ideal,H,VVS1,61.5,57.0,5.74,5.76,3.54,3180,uid_47901
1.43,Ideal,J,SI1,60.5,58.0,7.25,7.34,4.41,6789,uid_33397
0.9,Ideal,E,SI1,61.7,57.0,6.21,6.24,3.84,4940,uid_20213
2.05,Very Good,H,SI2,62.4,58.0,8.1,8.15,5.07,15949,uid_36143
0.36,Very Good,D,VS1,62.8,55.0,4.52,4.55,2.85,793,uid_3728
0.24,Very Good,E,VVS1,60.3,61.0,4.03,4.06,2.44,521,uid_52638
0.51,Premium,E,VS2,61.3,60.0,5.16,5.11,3.15,1781,uid_36833
1.57,Ideal,I,VS1,62.3,57.0,7.44,7.48,4.65,10209,uid_13670
0.31,Ideal,D,VS2,62.1,54.0,4.33,4.37,2.7,734,uid_4831
1.2,Premium,E,SI2,60.4,58.0,6.95,6.89,4.18,5779,uid_11353
1.01,Very Good,I,VS1,62.2,60.0,6.39,6.35,3.96,4756,uid_617
0.23,Good,E,VVS1,62.8,62.0,3.9,3.93,2.46,462,uid_1215
1.58,Ideal,I,VS2,61.4,55.0,7.49,7.55,4.62,10197,uid_283
0.32,Ideal,G,VVS1,61.1,57.0,4.41,4.43,2.7,842,uid_9875
1.75,Ideal,H,I1,61.5,54.9,7.75,7.78,4.78,7276,uid_6797
0.28,Very Good,E,VVS2,61.4,55.0,4.22,4.25,2.6,612,uid_53803
1.23,Ideal,F,VS1,61.3,57.0,6.86,6.93,4.23,8523,uid_38268
1.01,Very Good,J,SI2,63.3,53.0,6.35,6.31,4.01,3088,uid_5202
1.44,Ideal,G,I1,63.2,55.0,7.21,7.18,4.54,6096,uid_35675
0.41,Good,H,VS2,64.1,57.0,4.72,4.64,3.0,729,uid_5140
0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24,844,uid_30545
1.51,Premium,I,VVS2,61.1,60.0,7.33,7.36,4.49,10623,uid_1191
1.59,Ideal,J,VS1,62.1,55.0,7.47,7.51,4.65,8925,uid_46371
0.25,Premium,E,VVS1,60.7,60.0,4.09,4.11,2.49,576,uid_12158
1.21,Premium,I,SI1,61.6,56.0,6.89,6.85,4.23,5760,uid_35758
0.67,Premium,H,VVS2,60.6,61.0,5.65,5.61,3.41,2171,uid_33237
